confidence,scenarios,minimum_annualized_return,median_annualized_return,maximum_annualized_return,worst_drawdown,median_excess_return
0.0,200,0.0747437160289921,0.1092383764363879,0.1449316448270901,-0.18125006777453012,-0.047912983849693114
0.4,200,0.06800344324695784,0.09714009592979789,0.12711608950728537,-0.18059249235204133,-0.06001126435628312
0.5,200,0.09213593052098723,0.11181196679976202,0.13189323501691064,-0.1741866363427912,-0.04533939348631899
0.6,200,0.1263862041854289,0.13510570433989788,0.14394941079222612,-0.1738209698225076,-0.02204565594618313
0.7,200,0.1277500645871381,0.13151469142588124,0.1352993395133142,-0.15290398663483373,-0.025636668860199774
