Date,close,high,low,open,volume,symbol,rsi,macd,macd_signal,macd_hist,ema_20,ema_50,target_date,future_return,signal
2020-03-04,287.5406494140625,287.76124561083054,278.78190056084946,281.34611748356053,176613400,SPY,44.15621032640869,-5.753977673709983,-3.0799142590768827,-2.6740634146331,292.9112788102377,295.26457211743866,2020-03-11,-0.12305840121959655,-1
2020-03-05,277.98223876953125,283.50586508995093,275.7305313893183,280.29831590644363,186366800,SPY,38.1613130983957,-6.184558749370865,-3.7008431571356795,-2.4837155922351855,291.48946547302756,294.58683355477564,2020-03-12,-0.17969310748297107,-1
2020-03-06,273.3869323730469,274.6001131820452,266.7420650354268,269.42573743951846,228667200,SPY,35.655061799816565,-6.818006441424529,-4.32427581399345,-2.4937306274310798,289.76541470160083,293.75546488098234,2020-03-13,-0.09460075373314014,-1
2020-03-09,252.0369110107422,261.1908525177366,251.3200365803359,253.02029590077993,309417300,SPY,26.83653147461419,-8.939734896391997,-5.24736763047316,-3.692367265918837,286.1722238739,292.1194431605808,2020-03-16,-0.12536928278029635,-1
2020-03-10,265.0785217285156,265.1704064081337,251.36596739988065,261.6044337945912,276444100,SPY,37.074611642397784,-9.459824028679293,-6.089858910114387,-3.369965118564906,284.1632998600539,291.0590148691272,2020-03-17,-0.12350046217557187,-1
2020-03-11,252.15635681152344,259.1229320994427,248.95800703886675,257.9832928055376,255316300,SPY,32.257915311383286,-10.790324977226476,-7.0299521235368045,-3.7603728536896712,281.1150195697177,289.5334204354957,2020-03-18,-0.12523691675785498,-1
2020-03-12,228.03074645996094,245.07951931200697,227.63553856804782,235.28221736385123,392220700,SPY,25.57682915254921,-13.634323697412583,-8.35082643831196,-5.283497259100622,276.0593745116456,287.1215508678277,2020-03-19,-0.030631702966423924,-1
2020-03-13,247.52432250976562,249.50952015027585,228.40763409608448,241.79849744411112,329566100,SPY,36.94139888846992,-14.152107810993755,-9.511082712848319,-4.641025098145436,273.34175051146656,285.5687183831978,2020-03-20,-0.1454577599931549,-1
2020-03-16,220.43922424316406,236.1093763665513,218.15073199673313,221.66157654995334,297240000,SPY,30.070557918779443,-16.55713616271936,-10.920293402822528,-5.636842759896831,268.3034146763901,283.0146205737847,2020-03-23,-0.06499461295845665,-1
2020-03-17,232.34120178222656,235.43848125738805,217.8842157567262,225.2092003066649,262070500,SPY,35.72766059644205,-17.303286820781835,-12.19689208641439,-5.106394734367445,264.8784420198031,281.02742767999814,2020-03-24,-0.032516604207355804,-1
2020-03-18,220.5770721435547,228.26969304690914,209.5666038857511,217.13055539131165,327597100,SPY,32.89503179113326,-18.629138426385396,-13.483341354408592,-5.145797071976803,260.6592639363509,278.6568255020984,2020-03-25,0.034338403591819056,1
2020-03-19,221.0457763671875,227.35980410779024,213.4266834235888,219.8877518761345,289322000,SPY,33.12253558055848,-19.41822366733618,-14.67031781699411,-4.747905850342068,256.8865508345258,276.3975686732784,2020-03-26,0.09241176723968936,1
2020-03-20,211.51998901367188,226.00651784378636,211.24264355315836,224.21303318635862,347158800,SPY,30.834525525855824,-20.575054415172502,-15.85126513662979,-4.7237892785427125,252.56592589920638,273.8533498630977,2020-03-27,0.10760498317219214,1
2020-03-23,206.1118621826172,212.33357992592875,201.776068730852,210.95612010962634,326025200,SPY,29.585023565189047,-21.678347262078034,-17.01668156171944,-4.6616657003585935,248.14172935476932,271.1968209344514,2020-03-30,0.17358142701369816,1
2020-03-24,224.7862548828125,225.66451805974856,216.14241577965612,216.71558618449495,235494500,SPY,38.806293469158426,-20.806008653090117,-17.774546979993577,-3.0314616730965405,245.9173984526782,269.37679873634795,2020-03-31,0.06004503790221727,1
2020-03-25,228.15133666992188,236.98933562532778,221.64303438022475,226.3763451363681,299430300,SPY,40.32288060355173,-19.61700739348015,-18.143039062690892,-1.4739683307892584,244.2253925686062,267.7601139494293,2020-04-01,-0.002593343582043106,0
2020-03-26,241.47300720214844,242.9521454032605,230.24062163115522,230.6751262362389,257632800,SPY,46.02576836682446,-17.39920069584764,-17.994271389322243,0.5950706934746037,243.96326062894354,266.7292470181634,2020-04-02,-0.03587271546760151,-1
2020-03-27,234.2805938720703,241.11246767141768,232.0895913168638,234.14192818112465,224341200,SPY,43.60304185078622,-16.037075136331566,-17.602832138724107,1.565757002392541,243.04110189019372,265.45675081635585,2020-04-03,-0.02063754456303457,-1
2020-03-30,241.88905334472656,242.61014323861284,234.3823154204851,236.38842593105377,171369500,SPY,46.793650829777185,-14.180181419389612,-16.91830199485721,2.7381205754675975,242.93138298110162,264.53252738609586,2020-04-06,0.012268331419747813,0
2020-03-31,238.28355407714844,243.44211482260806,236.8691077265585,240.8813279091943,194881100,SPY,45.480553237338114,-12.85137082581582,-16.104915761048932,3.253544935233112,242.48873260929656,263.5031558837842,2020-04-07,0.02863259967196785,1
2020-04-01,227.55966186523438,238.20038498234587,225.47959177832593,229.25145389535197,189554600,SPY,41.72972394847123,-12.519292721535294,-15.387791153146205,2.8684984316109112,241.06691634795732,262.093607098743,2020-04-08,0.11326422299483352,1
2020-04-02,232.8107147216797,233.59651059440668,226.1175056473169,226.67219670390733,177660400,SPY,44.15823095538797,-11.697560158732557,-14.649744954263477,2.95218479553092,240.28061143116898,260.94525837807385,2020-04-09,0.10471314305249435,1
2020-04-03,229.44561767578125,234.18818235380274,226.69992382075606,231.82151280078162,135561200,SPY,42.92363550975031,-11.1888878563949,-13.957573534689763,2.7686856782948635,239.2487072639892,259.709978350533,2020-04-13,0.1106811036388502,1
2020-04-06,244.85662841796875,246.835020023201,229.42714032655195,238.36681894698617,188061200,SPY,49.84015217099825,-9.433478353974124,-13.052754498546635,3.6192761445725115,239.7827949929396,259.1274940394521,2020-04-14,0.0714717661777422,1
2020-04-07,245.10623168945312,254.2585349106159,244.8843665632637,253.50045811245855,201427200,SPY,49.945949374113226,-7.930742119834036,-12.028352022804116,4.097609902970079,240.28978896403615,258.57764061396193,2020-04-15,0.04763721386451403,1
